project,versionId,versionIndex,versionDate,ATDI,ATDI_WEIGHTED,AffectedClassesRatio,AffectedComponentType,AffectedConstructType,AffectedElements,AffectsIndexList,AfferentAffectedRatio,CentralComponent,EfferentAffectedRatio,InstabilityGap,LOCDensity,MeanContTreeDepth,MeanContTreeDistance,NumberOfEdges,PageRankWeighted,PageRankWeightedRanking,Severity,Shape,Size,SmellExtent,SmellExtentByWeight,StDContTreeDepth,StDContTreeDistance,Strength,SumOfEdgeWeights,TotalNumberOfChanges,smellType,vertexId,vertexLabel
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,441.2031114798162,42.44624612603908,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.common.requests, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.test, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.common.record]",74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;75147;75501;75608,0.0,,0.0,0.0,0.0,5.266666666666667,3.1714285714285713,110,2.9192938756117283E-5,1,6.258357560255426,CIRCLE,15,4970,46,0.7717224601860151,1.1908951643688066,0.0,6298,0,cyclicDep,200343,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,1913.8724830238407,146.92853878457524,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.clients.consumer, org.apache.kafka.streams.integration.utils, org.apache.kafka.common.requests, org.apache.kafka.streams.processor, org.apache.kafka.clients.admin.internals, org.apache.kafka.streams.internals, org.apache.kafka.common.security.authenticator, org.apache.kafka.clients, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.integration, org.apache.kafka.test, org.apache.kafka.clients.admin, org.apache.kafka.common.security.auth, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.common.config.internals, org.apache.kafka.common.protocol, org.apache.kafka.common.serialization, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.common.protocol.types, org.apache.kafka.common.config, org.apache.kafka.clients.consumer.internals, org.apache.kafka.streams.kstream, org.apache.kafka.streams.errors, org.apache.kafka.common.security.scram.internals, org.apache.kafka.common, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.record]",74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;75147;75501;75488;74940;76089;76091;75891;75539;74870;74815;76051;75300;76096;76120;75822;74512;75503;74325;75001;74693,0.0,,0.0,0.0,0.0,5.3125,3.3225806451612905,334,7.134242456178949E-5,1,7.36486216756036,CIRCLE,32,67530,398,0.7680128579652817,1.2495056254425136,0.0,15008,0,cyclicDep,200362,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,1014.1831525538058,68.75676899031885,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.streams.integration.utils, org.apache.kafka.common.requests, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.test, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, org.apache.kafka.common.network, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.common.record]",74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;75147;75501;75488;74940;76089;76091;74472,0.0,,0.0,0.0,0.0,5.2631578947368425,3.3333333333333335,148,4.822879996868529E-5,1,6.709973587335761,CIRCLE,19,22845,105,0.713929471907923,1.1597539565640989,0.0,7678,0,cyclicDep,200398,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,585.4504640121107,46.56494259320727,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74405,0.0,,0.0,0.0,0.0,5.416666666666667,3.196969696969697,83,1.5006483932037184E-5,1,5.688813163095382,CIRCLE,12,10591,67,0.7592027982620249,1.293570311423727,0.0,5456,0,cyclicDep,200421,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,359.5538591258212,37.9242541866099,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74513,0.0,,0.0,0.0,0.0,5.545454545454546,3.5090909090909093,65,1.3816879059729215E-5,1,5.717296435956817,CIRCLE,11,3955,44,0.655554777357089,1.1735374227712674,0.0,4305,0,cyclicDep,200437,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,341.0842182755155,38.77749571064331,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",74661;74418;74891;74897;74587;76095,0.0,,0.0,0.0,0.0,5.666666666666667,3.6666666666666665,21,1.3106237831828578E-5,1,6.290540462072606,CIRCLE,6,2940,38,0.7453559924999299,1.1925695879998879,0.0,1705,0,cyclicDep,200452,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,832.4056926939394,78.10671236205064,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",74661;74418;74891;74897;74548,0.0,,0.0,0.0,0.0,5.8,4.0,16,1.3728193631144306E-5,1,6.722355471227447,CIRCLE,5,15333,135,0.7483314773547882,1.1832159566199232,0.0,1697,0,cyclicDep,200462,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,467.10829090137366,48.912533309873645,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",74661;74418;74891;74716,0.0,,0.0,0.0,0.0,6.0,4.5,9,1.1061136870963978E-5,1,6.595364646049112,CIRCLE,4,5016,55,0.7071067811865476,1.118033988749895,0.0,817,0,cyclicDep,200471,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,419.58950556751427,42.549280207338576,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",74661;74418;74891;74897;74587;74408;75815;74386;75884;74365,0.0,,0.0,0.0,0.0,5.6,3.6444444444444444,56,1.3485620962938408E-5,1,6.342872195819694,CIRCLE,10,4376,45,0.66332495807108,1.1186411509913972,0.0,4086,0,cyclicDep,200479,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,428.41541991482933,43.267100035993266,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",74661;74418;74891;74897;74587;74408;74369,0.0,,0.0,0.0,0.0,5.714285714285714,3.857142857142857,32,1.4037431687639324E-5,1,6.311155178888711,CIRCLE,7,4608,47,0.6998542122237652,1.1248582677159729,0.0,2199,0,cyclicDep,200493,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,514.3535056837477,46.001261292587905,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.streams.integration.utils, org.apache.kafka.common.requests, org.apache.kafka.streams.processor, org.apache.kafka.clients.admin.internals, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.test, org.apache.kafka.streams.integration, org.apache.kafka.clients.admin, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.streams.processor.internals.namedtopology, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.common.record]",75744;74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;75147;75501;75488;74940;76089;76091;75891;75539;74870;75098,0.0,,0.0,0.0,0.0,5.3478260869565215,3.505928853754941,188,4.567748833679238E-5,1,6.709973587335761,CIRCLE,23,5876,47,0.7580693814853345,1.1782634551074598,0.0,8299,0,cyclicDep,200504,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,609.4551011151574,53.335655694950376,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.clients.consumer, org.apache.kafka.streams.integration.utils, org.apache.kafka.common.requests, org.apache.kafka.streams.processor, org.apache.kafka.clients.admin.internals, org.apache.kafka.streams.internals, org.apache.kafka.common.security.authenticator, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.integration, org.apache.kafka.test, org.apache.kafka.clients.admin, org.apache.kafka.common.security.auth, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.common.config.internals, org.apache.kafka.common.protocol, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.common.protocol.types, org.apache.kafka.common.config, org.apache.kafka.clients.consumer.internals, org.apache.kafka.streams.kstream, org.apache.kafka.streams.errors, org.apache.kafka.common.security.scram.internals, org.apache.kafka.common, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.streams.processor.internals.namedtopology, org.apache.kafka.common.record]",75744;74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;75147;75501;75488;74940;76089;76091;75891;75539;74870;74815;76051;75300;76096;76120;75822;74512;75503;75809,0.0,,0.0,0.0,0.0,5.419354838709677,3.498924731182796,303,6.939702300509719E-5,1,7.127276789622954,CIRCLE,31,7312,56,0.7940989435542691,1.293698093751191,0.0,12760,0,cyclicDep,200531,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,477.5408581200105,45.01187120553266,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.streams.integration.utils, org.apache.kafka.common.requests, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.test, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.streams.processor.internals.namedtopology, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.common.record]",75744;74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;75147;75501;75488;74940;76089;76091;75891;75020,0.0,,0.0,0.0,0.0,5.333333333333333,3.4,167,4.861683356124083E-5,1,6.709973587335761,CIRCLE,21,5065,45,0.7766431633476233,1.188035593502388,0.0,7748,0,cyclicDep,200566,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,1803.8260983059351,133.5277459218056,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.clients.consumer, org.apache.kafka.streams.integration.utils, org.apache.kafka.common.requests, org.apache.kafka.streams.processor, org.apache.kafka.clients.admin.internals, org.apache.kafka.streams.internals, org.apache.kafka.common.security.authenticator, org.apache.kafka.clients, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.integration, org.apache.kafka.test, org.apache.kafka.clients.admin, org.apache.kafka.common.security.auth, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.common.config.internals, org.apache.kafka.common.protocol, org.apache.kafka.common.serialization, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.common.protocol.types, org.apache.kafka.common.config, org.apache.kafka.clients.consumer.internals, org.apache.kafka.streams.kstream, org.apache.kafka.streams.errors, org.apache.kafka.common.security.scram.internals, org.apache.kafka.common, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.streams.processor.internals.namedtopology, org.apache.kafka.common.record]",75744;74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;75147;75501;75488;74940;76089;76091;75891;75539;74870;74815;76051;75300;76096;76120;75822;74512;75503;74325;75001;76157,0.0,,0.0,0.0,0.0,5.363636363636363,3.384469696969697,349,6.937240237263025E-5,1,7.047324890234512,CIRCLE,33,65515,359,0.8097205585386296,1.2887572204741087,0.0,15067,0,cyclicDep,200591,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,476.4553756927431,45.01187120553266,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.streams.integration.utils, org.apache.kafka.common.requests, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.test, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, org.apache.kafka.common.network, org.apache.kafka.streams.processor.internals.namedtopology, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.common.record]",75744;74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;75147;75501;75488;74940;76089;76091;75552,0.0,,0.0,0.0,0.0,5.35,3.4105263157894736,159,4.613394458622777E-5,1,6.709973587335761,CIRCLE,20,5042,45,0.7921489758877429,1.2095648355556399,0.0,7730,0,cyclicDep,200628,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,359.0997792165162,37.3444594931771,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams, org.apache.kafka.streams.processor.internals.namedtopology, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",75744;74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74481,0.0,,0.0,0.0,0.0,5.538461538461538,3.3461538461538463,93,1.4339192269537007E-5,1,5.694976682553374,CIRCLE,13,3976,43,0.8426500884694864,1.3851494696437774,0.0,5506,0,cyclicDep,200652,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,372.36533915319086,39.872680677427354,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.processor.internals.namedtopology, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",75744;74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74828,0.0,,0.0,0.0,0.0,5.666666666666667,3.6515151515151514,73,1.3193113498046359E-5,1,6.152488200495813,CIRCLE,12,3663,42,0.7453559924999299,1.2731781308209527,0.0,4340,0,cyclicDep,200669,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,388.15372190620957,41.78633729798093,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.processor.internals.namedtopology, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",75744;74661;74418;74891;74897;74587;74408;75815;74386;75884;75666,0.0,,0.0,0.0,0.0,5.7272727272727275,3.8,63,1.2835263813538091E-5,1,6.447771827724365,CIRCLE,11,3624,42,0.7496555682941201,1.241699714833736,0.0,4117,0,cyclicDep,200685,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,383.28941521200204,42.51181726255783,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.processor.internals.namedtopology, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",75744;74661;74418;74891;74897;74587;74408;75275,0.0,,0.0,0.0,0.0,5.875,4.071428571428571,36,1.3074214266626276E-5,1,6.896327411183414,CIRCLE,8,3089,38,0.7806247497997998,1.279748061940637,0.0,2216,0,cyclicDep,200700,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,74.35698953735742,11.209737947081669,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.processor.internals.namedtopology]",75744;74661;76180,0.0,,0.0,0.0,0.0,6.0,4.333333333333333,4,1.2568016838814184E-5,1,6.471945221292764,CIRCLE,3,132,3,0.816496580927726,1.247219128924647,0.0,457,0,cyclicDep,200712,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,608.7462139593778,53.80975973600134,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.clients.consumer, org.apache.kafka.streams.integration.utils, org.apache.kafka.common.requests, org.apache.kafka.streams.processor, org.apache.kafka.clients.admin.internals, org.apache.kafka.streams.internals, org.apache.kafka.common.security.authenticator, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.integration, org.apache.kafka.test, org.apache.kafka.clients.admin, org.apache.kafka.streams.state.internals.metrics, org.apache.kafka.common.security.auth, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.common.config.internals, org.apache.kafka.common.protocol, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.common.protocol.types, org.apache.kafka.common.config, org.apache.kafka.clients.consumer.internals, org.apache.kafka.streams.kstream, org.apache.kafka.streams.errors, org.apache.kafka.common.security.scram.internals, org.apache.kafka.common, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.record]",74458;74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;75147;75501;75488;74940;76089;76091;75891;75539;74870;74815;76051;75300;76096;76120;75822;74512;75503;75719,0.0,,0.0,0.0,0.0,5.419354838709677,3.4946236559139785,296,6.937014030243176E-5,1,7.127276789622954,CIRCLE,31,7295,57,0.7940989435542691,1.295348634218441,0.0,12734,0,cyclicDep,200725,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,478.9530076534422,46.001261292587905,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.streams.integration.utils, org.apache.kafka.common.requests, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.test, org.apache.kafka.streams.integration, org.apache.kafka.streams.state.internals.metrics, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, org.apache.kafka.common.network, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.common.record]",74458;74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;75147;75501;75488;74940;76089;76091;75172,0.0,,0.0,0.0,0.0,5.35,3.4,154,4.609227639709638E-5,1,6.709973587335761,CIRCLE,20,5095,47,0.7921489758877429,1.2130865374607127,0.0,7708,0,cyclicDep,200760,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,351.5696888668082,37.77620169170495,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.integration, org.apache.kafka.streams.state.internals.metrics, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",74458;74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;75780,0.0,,0.0,0.0,0.0,5.538461538461538,3.3461538461538463,88,1.427508736318101E-5,1,5.694976682553374,CIRCLE,13,3811,44,0.8426500884694864,1.3851494696437774,0.0,5479,0,cyclicDep,200784,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,374.1400869857095,40.34456314624473,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.streams.state.internals.metrics]",74458;74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;76045,0.0,,0.0,0.0,0.0,5.666666666666667,3.6515151515151514,68,1.3123666516160693E-5,1,6.152488200495813,CIRCLE,12,3698,43,0.7453559924999299,1.2731781308209527,0.0,4326,0,cyclicDep,200801,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,391.5130378503557,42.28086737902887,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.processor.internals, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals.foreignkeyjoin, org.apache.kafka.streams.state.internals.metrics]",74458;74661;74418;74891;74897;74587;74408;75815;74386;75884;75078,0.0,,0.0,0.0,0.0,5.7272727272727275,3.8,58,1.275950346966282E-5,1,6.447771827724365,CIRCLE,11,3687,43,0.7496555682941201,1.241699714833736,0.0,4106,0,cyclicDep,200817,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,453.2966559346546,41.58574198050703,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.test, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state.internals, org.apache.kafka.streams.state, org.apache.kafka.streams, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",74661;74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;74588,0.0,,0.0,0.0,0.0,5.3076923076923075,3.0128205128205128,99,2.335060811414324E-5,1,5.940820282929576,CIRCLE,13,5822,49,0.8213137116947162,1.2658592879997057,0.0,6229,0,cyclicDep,200832,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,368.83532976900534,35.67253633598723,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.streams.integration.utils, org.apache.kafka.streams.processor, org.apache.kafka.streams.kstream.internals, org.apache.kafka.streams.state, org.apache.kafka.streams.kstream, org.apache.kafka.streams, org.apache.kafka.streams.internals, org.apache.kafka.streams.errors, org.apache.kafka.streams.processor.internals, org.apache.kafka.test, org.apache.kafka.streams.integration, org.apache.kafka.streams.kstream.internals.foreignkeyjoin]",74418;74891;74897;74587;74408;75815;74386;75884;75426;74324;74969;75795,0.0,,0.0,0.0,0.0,5.25,2.878787878787879,82,2.4268601689419946E-5,1,5.504391858287278,CIRCLE,12,4490,42,0.82915619758885,1.237239737126885,0.0,4843,0,cyclicDep,200849,smell
