project,versionId,versionIndex,versionDate,ATDI,ATDI_WEIGHTED,AffectedClassesRatio,AffectedComponentType,AffectedConstructType,AffectedElements,AffectsIndexList,AfferentAffectedRatio,CentralComponent,EfferentAffectedRatio,InstabilityGap,LOCDensity,MeanContTreeDepth,MeanContTreeDistance,NumberOfEdges,PageRankWeighted,PageRankWeightedRanking,Severity,Shape,Size,SmellExtent,SmellExtentByWeight,StDContTreeDepth,StDContTreeDistance,Strength,SumOfEdgeWeights,TotalNumberOfChanges,smellType,vertexId,vertexLabel
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,326.49854784526605,34.32753944021761,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.raft.internals, org.apache.kafka.raft, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, org.apache.kafka.metadata, org.apache.kafka.image.writer, kafka, org.apache.kafka.image, org.apache.kafka.streams, kafka.testkit, kafka.test.annotation]",74956;75357;75107;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75898,0.0,,0.0,0.0,0.0,2.642857142857143,2.5384615384615383,37,1.7330638248246604E-5,1,6.487295177112657,CIRCLE,14,2533,28,2.021567385440701,1.336780553614059,0.0,367,0,cyclicDep,196855,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,393.9725445863021,46.1846230879034,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.requests, org.apache.kafka.raft, org.apache.kafka.snapshot, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, org.apache.kafka.metadata, org.apache.kafka.image.writer, kafka, org.apache.kafka.image, org.apache.kafka.streams, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.record]",74521;75357;75107;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;74546,0.0,,0.0,0.0,0.0,2.875,2.283333333333333,52,2.3572118012738664E-5,1,7.043088992255474,CIRCLE,16,3129,43,1.996089927833914,1.089214803832967,0.0,548,0,cyclicDep,196873,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,431.31133630817493,48.14515853971937,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.raft, org.apache.kafka.snapshot, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, org.apache.kafka.metadata, org.apache.kafka.image.writer, kafka, org.apache.kafka.image, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.record]",74521;75357;75107;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;75096,0.0,,0.0,0.0,0.0,3.35,2.3,97,4.278035031335399E-5,1,7.342067845743797,CIRCLE,20,3451,43,2.0316249653910043,1.0308402295930095,0.0,1525,0,cyclicDep,196893,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,383.8096782056044,45.78069594401053,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.raft, kafka.test.junit, org.apache.kafka.snapshot, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, org.apache.kafka.metadata, org.apache.kafka.image.writer, kafka, org.apache.kafka.image, org.apache.kafka.streams, kafka.testkit, kafka.test.annotation]",74521;75357;75107;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75228,0.0,,0.0,0.0,0.0,2.5714285714285716,2.2967032967032965,38,1.7344122310422958E-5,1,7.064114747756778,CIRCLE,14,2952,42,1.953542047311049,1.1530609573252462,0.0,388,0,cyclicDep,196923,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,354.83723652427784,35.865939202155865,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.raft, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, org.apache.kafka.metadata, org.apache.kafka.image.writer, kafka, org.apache.kafka.image, org.apache.kafka.streams, kafka.testkit, kafka.test.annotation]",75357;75107;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75192,0.0,,0.0,0.0,0.0,2.4615384615384617,2.2948717948717947,33,1.812336288533665E-5,1,7.173187840431173,CIRCLE,13,2447,25,1.9851519847021446,1.210096143234552,0.0,325,0,cyclicDep,196941,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,663.0815942287769,71.40340033105734,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.clients.consumer, org.apache.kafka.common.requests, org.apache.kafka.clients.admin.internals, org.apache.kafka.common.security.authenticator, kafka.test, org.apache.kafka.test, org.apache.kafka.clients.admin, org.apache.kafka.controller, org.apache.kafka.common.security.auth, org.apache.kafka, org.apache.kafka.metadata, org.apache.kafka.image.writer, org.apache.kafka.common.config.internals, org.apache.kafka.common.protocol, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.server, org.apache.kafka.common.internals, org.apache.kafka.common.protocol.types, org.apache.kafka.common.config, org.apache.kafka.clients.consumer.internals, kafka.test.junit, org.apache.kafka.common.security.scram.internals, org.apache.kafka.common, kafka, org.apache.kafka.streams, org.apache.kafka.image, org.apache.kafka.common.utils, kafka.testkit, org.apache.kafka.common.record]",74459;75107;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;75891;75539;74870;74815;76051;75300;76096;76120;75822;74512;75503;74585,0.0,,0.0,0.0,0.0,4.133333333333334,2.462068965517241,218,7.079305602960845E-5,1,7.9831428482437605,CIRCLE,30,6899,80,2.028683207293725,1.1508359160143486,0.0,4622,0,cyclicDep,196958,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,571.5618080872761,47.2289100100912,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.clients.consumer, org.apache.kafka.common.requests, org.apache.kafka.clients.admin.internals, org.apache.kafka.common.security.authenticator, kafka.test, org.apache.kafka.test, org.apache.kafka.clients.admin, org.apache.kafka.controller, org.apache.kafka.common.security.auth, org.apache.kafka, org.apache.kafka.metadata, org.apache.kafka.image.writer, org.apache.kafka.common.config.internals, org.apache.kafka.common.protocol, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.server.util, org.apache.kafka.common.protocol.types, org.apache.kafka.common.config, org.apache.kafka.clients.consumer.internals, kafka.test.junit, org.apache.kafka.common.security.scram.internals, org.apache.kafka.common, kafka, org.apache.kafka.streams, org.apache.kafka.image, org.apache.kafka.common.utils, kafka.testkit, org.apache.kafka.common.record]",75638;75107;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;75891;75539;74870;74815;76051;75300;76096;76120;75822;74512;75503;75944,0.0,,0.0,0.0,0.0,4.166666666666667,2.5264367816091955,216,6.912402350160054E-5,1,7.9831428482437605,CIRCLE,30,5126,35,2.034425935955617,1.1471563813381394,0.0,4508,0,cyclicDep,196992,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,565.5086196801653,43.72547417769149,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.clients.consumer, org.apache.kafka.common.requests, org.apache.kafka.clients.admin.internals, org.apache.kafka.common.security.authenticator, kafka.test, org.apache.kafka.test, org.apache.kafka.clients.admin, org.apache.kafka.controller, org.apache.kafka.common.security.auth, org.apache.kafka, org.apache.kafka.image.writer, org.apache.kafka.common.config.internals, org.apache.kafka.common.protocol, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.common.protocol.types, org.apache.kafka.common.config, org.apache.kafka.clients.consumer.internals, org.apache.kafka.metadata.authorizer, kafka.test.junit, org.apache.kafka.common.security.scram.internals, org.apache.kafka.common, kafka, org.apache.kafka.streams, org.apache.kafka.image, org.apache.kafka.common.utils, kafka.testkit, org.apache.kafka.common.record]",74422;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;75891;75539;74870;74815;76051;75300;76096;76120;75822;74512;75503;74360,0.0,,0.0,0.0,0.0,4.172413793103448,2.62807881773399,209,7.108224905515615E-5,1,7.9831428482437605,CIRCLE,29,5018,30,2.0689655172413794,1.228599969645686,0.0,4311,0,cyclicDep,197026,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,352.8686774022363,28.83989514215192,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.metadata.authorizer, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, org.apache.kafka.image.writer, kafka, org.apache.kafka.image, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.common.record]",74422;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;75891;76130,0.0,,0.0,0.0,0.0,3.4210526315789473,2.508771929824561,84,4.9001632327767005E-5,1,6.994701994284119,CIRCLE,19,2545,17,2.1353118710632413,1.2157274483558187,0.0,1171,0,cyclicDep,197059,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,327.2710218299924,26.747803239795513,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.metadata.authorizer, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, org.apache.kafka.image.writer, kafka, org.apache.kafka.image, org.apache.kafka.streams, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.record]",74422;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;75589,0.0,,0.0,0.0,0.0,3.125,2.5,53,2.8528615172083218E-5,1,6.487295177112657,CIRCLE,16,2545,17,2.2043990110685496,1.3416407864998738,0.0,874,0,cyclicDep,197082,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,298.59042239242854,27.197523121804828,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.requests, org.apache.kafka.metadata.authorizer, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, org.apache.kafka.image.writer, kafka, org.apache.kafka.image, org.apache.kafka.streams, kafka.testkit, kafka.test.annotation]",74422;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75147;74499,0.0,,0.0,0.0,0.0,2.6153846153846154,2.551282051282051,31,2.0676605242939232E-5,1,6.596368269787052,CIRCLE,13,2049,17,2.131754840084772,1.4110137826421287,0.0,240,0,cyclicDep,197102,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,438.59464044737996,32.77294939938762,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.clients.admin.internals, org.apache.kafka.common.security.authenticator, org.apache.kafka.metadata.authorizer, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.clients.admin, org.apache.kafka.controller, org.apache.kafka.common.security.auth, org.apache.kafka, org.apache.kafka.image.writer, kafka, org.apache.kafka.image, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.common.record]",74422;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;75891;75539;74870;74815;76051;74913,0.0,,0.0,0.0,0.0,3.8260869565217392,2.5731225296442686,126,5.025455516528826E-5,1,7.328254268019162,CIRCLE,23,3582,20,2.139731269454658,1.172641410776167,0.0,1879,0,cyclicDep,197119,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,337.0792856198296,27.50084758071327,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.metadata.authorizer, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, org.apache.kafka.image.writer, kafka, org.apache.kafka.image, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.record]",74422;74860;76151;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;75553,0.0,,0.0,0.0,0.0,3.3333333333333335,2.5098039215686274,77,4.6264244509226176E-5,1,6.669935257017218,CIRCLE,18,2554,17,2.160246899469287,1.2530623771506242,0.0,1161,0,cyclicDep,197146,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,81.53269130464592,11.199376457860538,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.controller, org.apache.kafka.image.writer, org.apache.kafka.metadata.authorizer, org.apache.kafka.image]",74422;74860;76151;75206,0.0,,0.0,0.0,0.0,4.5,3.0,6,5.602148232175893E-6,1,4.572126293182799,CIRCLE,4,318,6,0.5,1.0,0.0,76,0,cyclicDep,197168,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,308.26600055543827,22.47264970091132,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.metadata.bootstrap, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, kafka, org.apache.kafka.streams, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.record]",75775;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76107,0.0,,0.0,0.0,0.0,2.9285714285714284,2.5054945054945055,46,3.174129245370031E-5,1,6.487295177112657,CIRCLE,14,2258,12,2.282363615524351,1.3373224550836307,0.0,798,0,cyclicDep,197176,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,348.29518090496344,25.3739340851889,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.metadata.bootstrap, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, kafka, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.record]",75775;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;74470,0.0,,0.0,0.0,0.0,3.1875,2.5166666666666666,70,5.1292290797783995E-5,1,7.324823837241817,CIRCLE,16,2261,12,2.242173889331512,1.2448783965601709,0.0,1082,0,cyclicDep,197194,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,534.453378279487,38.285808126715914,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.clients.consumer, org.apache.kafka.common.requests, org.apache.kafka.clients.admin.internals, org.apache.kafka.metadata.bootstrap, org.apache.kafka.common.security.authenticator, kafka.test, org.apache.kafka.test, org.apache.kafka.clients.admin, org.apache.kafka.controller, org.apache.kafka.common.security.auth, org.apache.kafka, org.apache.kafka.common.config.internals, org.apache.kafka.common.protocol, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.common.protocol.types, org.apache.kafka.common.config, org.apache.kafka.clients.consumer.internals, kafka.test.junit, org.apache.kafka.common.security.scram.internals, org.apache.kafka.common, kafka, org.apache.kafka.streams, org.apache.kafka.metadata.util, org.apache.kafka.common.utils, kafka.testkit, org.apache.kafka.common.record]",74894;75775;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;75891;75539;74870;74815;76051;75300;76096;76120;75822;74512;75503;75877,0.0,,0.0,0.0,0.0,4.178571428571429,2.7222222222222223,201,7.33901725960337E-5,1,7.9831428482437605,CIRCLE,28,4482,23,2.105326093312785,1.2638997906384881,0.0,4202,0,cyclicDep,197214,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,309.62820781179687,23.390275400149925,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.metadata.bootstrap, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, kafka, org.apache.kafka.streams, org.apache.kafka.metadata.util, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.record]",74894;75775;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;75331,0.0,,0.0,0.0,0.0,3.066666666666667,2.676190476190476,51,2.999983018951644E-5,1,6.487295177112657,CIRCLE,15,2278,13,2.264705033528404,1.404043399785322,0.0,816,0,cyclicDep,197246,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,294.03824876153163,23.783544028560893,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.requests, org.apache.kafka.metadata.bootstrap, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, kafka, org.apache.kafka.streams, org.apache.kafka.metadata.util, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.record]",74894;75775;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;74916,0.0,,0.0,0.0,0.0,2.6923076923076925,2.730769230769231,35,2.675714563017116E-5,1,6.596368269787052,CIRCLE,13,1987,13,2.1973625933978,1.4382421332741748,0.0,226,0,cyclicDep,197265,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,307.93377874082523,23.16082341262792,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.metadata.bootstrap, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, kafka, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.metadata.util, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.record]",74894;75775;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;74649,0.0,,0.0,0.0,0.0,3.2941176470588234,2.6691176470588234,76,4.860564772091096E-5,1,6.4236566458612945,CIRCLE,17,2298,13,2.2166404331078553,1.3120210445923828,0.0,1106,0,cyclicDep,197282,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,314.4312672597741,28.727465848528297,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.metadata.bootstrap, org.apache.kafka.queue, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, kafka, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.metadata.util, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.record]",75449;74894;75775;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;74850,0.0,,0.0,0.0,0.0,3.3333333333333335,2.6470588235294117,80,4.625715760081503E-5,1,6.4236566458612945,CIRCLE,18,2396,20,2.160246899469287,1.2704308786607892,0.0,1118,0,cyclicDep,197303,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,278.31222728580934,28.4285110817965,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.controller, org.apache.kafka, kafka, org.apache.kafka.metadata.bootstrap, org.apache.kafka.streams, org.apache.kafka.metadata.util, org.apache.kafka.queue, kafka.test.junit, kafka.testkit, kafka.test.annotation, kafka.test, org.apache.kafka.test]",75449;74894;75775;76078;74767;74800;75781;75517;74494;74637;74969;75849,0.0,,0.0,0.0,0.0,2.4166666666666665,2.787878787878788,28,1.831996190779268E-5,1,6.5219477326777415,CIRCLE,12,1821,19,2.099933861392359,1.4617875266899802,0.0,153,0,cyclicDep,197325,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,274.77454204185307,23.515216966065704,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.controller, org.apache.kafka, org.apache.kafka.metadata.bootstrap, kafka, org.apache.kafka.streams, org.apache.kafka.metadata.util, kafka.test.junit, kafka.testkit, kafka.test.annotation, kafka.test, org.apache.kafka.test]",74894;75775;76078;74767;74800;75781;75517;74494;74637;74969;75773,0.0,,0.0,0.0,0.0,2.272727272727273,2.8,25,1.9409701575847988E-5,1,6.5219477326777415,CIRCLE,11,1775,13,2.135880022631042,1.5421354733556383,0.0,147,0,cyclicDep,197341,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,273.76647626279765,21.63085353160119,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.controller, org.apache.kafka, org.apache.kafka.metadata.bootstrap, kafka, org.apache.kafka.streams, kafka.test.junit, kafka.testkit, kafka.test.annotation, kafka.test, org.apache.kafka.test]",75775;76078;74767;74800;75781;75517;74494;74637;74969;75927,0.0,,0.0,0.0,0.0,2.0,2.6,22,2.078873588433856E-5,1,6.5219477326777415,CIRCLE,10,1762,11,2.04939015319192,1.4666666666666668,0.0,143,0,cyclicDep,197356,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,550.0263762168636,39.9157142412188,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.clients.consumer, org.apache.kafka.common.requests, org.apache.kafka.clients.admin.internals, org.apache.kafka.metalog, org.apache.kafka.common.security.authenticator, kafka.test, org.apache.kafka.test, org.apache.kafka.clients.admin, org.apache.kafka.controller, org.apache.kafka.common.security.auth, org.apache.kafka, org.apache.kafka.common.config.internals, org.apache.kafka.common.protocol, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.internals, org.apache.kafka.common.protocol.types, org.apache.kafka.common.config, org.apache.kafka.clients.consumer.internals, kafka.test.junit, org.apache.kafka.common.security.scram.internals, org.apache.kafka.common, kafka, org.apache.kafka.streams, org.apache.kafka.common.utils, kafka.testkit, org.apache.kafka.common.record]",75176;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;75891;75539;74870;74815;76051;75300;76096;76120;75822;74512;75503;76111,0.0,,0.0,0.0,0.0,4.111111111111111,2.5014245014245016,195,7.588624759682045E-5,1,7.9831428482437605,CIRCLE,27,4747,25,2.1314806770278754,1.1642212316431946,0.0,4188,0,cyclicDep,197370,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,356.70308107445544,27.27776637286223,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.metalog, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, kafka, org.apache.kafka.streams, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.record]",75176;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;75846,0.0,,0.0,0.0,0.0,2.857142857142857,2.2857142857142856,46,3.171437894771108E-5,1,7.043088992255474,CIRCLE,14,2565,15,2.231499907401901,1.1605769149479943,0.0,803,0,cyclicDep,197401,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,325.65008773169393,27.78163704520748,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.controller, org.apache.kafka.common.requests, org.apache.kafka, kafka, org.apache.kafka.metalog, org.apache.kafka.streams, kafka.test.junit, kafka.testkit, kafka.test.annotation, kafka.test, org.apache.kafka.test, org.apache.kafka.common.record]",75176;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;76047,0.0,,0.0,0.0,0.0,2.4166666666666665,2.303030303030303,31,2.8487228801452804E-5,1,7.173187840431173,CIRCLE,12,2061,15,2.099933861392359,1.1543028457418734,0.0,214,0,cyclicDep,197419,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,371.4324501882923,28.4429869899514,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, org.apache.kafka.metalog, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, kafka, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.common.record]",75176;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;75762,0.0,,0.0,0.0,0.0,3.125,2.316666666666667,70,5.1268741480043425E-5,1,7.3439476618984,CIRCLE,16,2558,15,2.2043990110685496,1.0876835732673154,0.0,1092,0,cyclicDep,197435,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,324.62142494040125,27.78163704520748,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.controller, org.apache.kafka, kafka, org.apache.kafka.metalog, org.apache.kafka.streams, kafka.test.junit, kafka.testkit, kafka.test.annotation, kafka.test, org.apache.kafka.test]",75176;76078;74767;74800;75781;75517;74494;74637;74969;75817,0.0,,0.0,0.0,0.0,1.9,2.3333333333333335,21,2.075105697595364E-5,1,7.173187840431173,CIRCLE,10,2048,15,1.9209372712298547,1.2292725943057183,0.0,146,0,cyclicDep,197455,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,350.82246291952885,25.440180957069384,0.0,CONTAINER,PACKAGE,"[org.apache.kafka.common.protocol.types, org.apache.kafka.common.requests, kafka.test.junit, kafka.test, org.apache.kafka.test, org.apache.kafka.controller, org.apache.kafka, kafka, org.apache.kafka.streams, org.apache.kafka.common.utils, org.apache.kafka.common.protocol, kafka.testkit, kafka.test.annotation, org.apache.kafka.common.network, org.apache.kafka.server.fault, org.apache.kafka.common.record]",75644;76078;74767;74800;75781;75517;74494;74637;74969;75147;75501;75488;74940;76089;76091;75968,0.0,,0.0,0.0,0.0,3.1875,2.3583333333333334,68,5.1340354409825394E-5,1,7.3439476618984,CIRCLE,16,2282,12,2.242173889331512,1.153226151089003,0.0,1081,0,cyclicDep,197469,smell
